Year,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Rainfall_mm
1977,Punjab,Bhatinda,maize,13300,1082.71,29.23317,12.99252,18.40607,22,70,6,800
1977,Punjab,Bhatinda,chickpea,141200,883.14,15.89652,8.8314,15.89652,20,60,6.5,600
1977,Punjab,Bhatinda,cotton,237500,407.16,10.99332,4.88592,10.99332,28,65,6,700
1978,Punjab,Bhatinda,rice,23400,2940.17,73.50425,35.28204,64.68374,25,80,6.5,1200
1978,Punjab,Bhatinda,maize,11800,1288.14,34.77978,15.45768,21.89838,22,70,6,800
1978,Punjab,Bhatinda,chickpea,143000,839.86,15.11748,8.3986,15.11748,20,60,6.5,600
1978,Punjab,Bhatinda,cotton,246200,316.41,8.54307,3.79692,8.54307,28,65,6,700
1979,Punjab,Bhatinda,rice,31800,2650.94,66.2735,31.81128,58.32068,25,80,6.5,1200
1979,Punjab,Bhatinda,maize,10900,1339.45,36.16515,16.0734,22.77065,22,70,6,800
1979,Punjab,Bhatinda,chickpea,83000,650.6,11.7108,6.506,11.7108,20,60,6.5,600
1979,Punjab,Bhatinda,cotton,259300,334.75,9.03825,4.017,9.03825,28,65,6,700
1980,Punjab,Bhatinda,rice,29300,3238.91,80.97275,38.86692,71.25602,25,80,6.5,1200
1980,Punjab,Bhatinda,maize,10900,1064.22,28.73394,12.77064,18.09174,22,70,6,800
1980,Punjab,Bhatinda,chickpea,113700,648.2,11.6676,6.482,11.6676,20,60,6.5,600
1980,Punjab,Bhatinda,cotton,257100,336.44,9.08388,4.03728,9.08388,28,65,6,700
1981,Punjab,Bhatinda,rice,35200,3247.16,81.179,38.96592,71.43752,25,80,6.5,1200
1981,Punjab,Bhatinda,maize,6800,1602.94,43.27938,19.23528,27.24998,22,70,6,800
1981,Punjab,Bhatinda,chickpea,130100,512.68,9.22824,5.1268,9.22824,20,60,6.5,600
1981,Punjab,Bhatinda,cotton,269800,351.37,9.48699,4.21644,9.48699,28,65,6,700
1982,Punjab,Bhatinda,rice,39000,3438.46,85.9615,41.26152,75.64612,25,80,6.5,1200
1982,Punjab,Bhatinda,maize,5600,1589.29,42.91083,19.07148,27.01793,22,70,6,800
1982,Punjab,Bhatinda,chickpea,76700,507.17,9.12906,5.0717,9.12906,20,60,6.5,600
1982,Punjab,Bhatinda,cotton,311900,310.36,8.37972,3.72432,8.37972,28,65,6,700
1983,Punjab,Bhatinda,rice,55400,3651.62,91.2905,43.81944,80.33564,25,80,6.5,1200
1983,Punjab,Bhatinda,maize,4000,950,25.65,11.4,16.15,22,70,6,800
1983,Punjab,Bhatinda,chickpea,60700,545.3,9.8154,5.453,9.8154,20,60,6.5,600
1983,Punjab,Bhatinda,cotton,305400,203.01,5.48127,2.43612,5.48127,28,65,6,700
1984,Punjab,Bhatinda,rice,92700,3193.1,79.8275,38.3172,70.2482,25,80,6.5,1200
1984,Punjab,Bhatinda,maize,3000,1033.33,27.89991,12.39996,17.56661,22,70,6,800
1984,Punjab,Bhatinda,chickpea,63400,522.08,9.39744,5.2208,9.39744,20,60,6.5,600
1984,Punjab,Bhatinda,cotton,236200,454.28,12.26556,5.45136,12.26556,28,65,6,700
1985,Punjab,Bhatinda,rice,84000,3303.57,82.58925,39.64284,72.67854,25,80,6.5,1200
1985,Punjab,Bhatinda,maize,2800,1428.57,38.57139,17.14284,24.28569,22,70,6,800
1985,Punjab,Bhatinda,chickpea,65200,903.37,16.26066,9.0337,16.26066,20,60,6.5,600
1985,Punjab,Bhatinda,cotton,283900,433.25,11.69775,5.199,11.69775,28,65,6,700
1986,Punjab,Bhatinda,rice,82700,3429.26,85.7315,41.15112,75.44372,25,80,6.5,1200
1986,Punjab,Bhatinda,maize,2800,1785.71,48.21417,21.42852,30.35707,22,70,6,800
1986,Punjab,Bhatinda,chickpea,63200,678.8,12.2184,6.788,12.2184,20,60,6.5,600
1986,Punjab,Bhatinda,cotton,284500,520.91,14.06457,6.25092,14.06457,28,65,6,700
1987,Punjab,Bhatinda,rice,75900,3279.31,81.98275,39.35172,72.14482,25,80,6.5,1200
1987,Punjab,Bhatinda,maize,1500,1533.33,41.39991,18.39996,26.06661,22,70,6,800
1987,Punjab,Bhatinda,chickpea,36500,356.16,6.41088,3.5616,6.41088,20,60,6.5,600
1987,Punjab,Bhatinda,cotton,311500,509.79,13.76433,6.11748,13.76433,28,65,6,700
1988,Punjab,Bhatinda,rice,63000,3290.48,82.262,39.48576,72.39056,25,80,6.5,1200
1988,Punjab,Bhatinda,maize,1500,333.33,8.99991,3.99996,5.66661,22,70,6,800
1988,Punjab,Bhatinda,chickpea,42200,1030.81,18.55458,10.3081,18.55458,20,60,6.5,600
1988,Punjab,Bhatinda,cotton,328100,472.42,12.75534,5.66904,12.75534,28,65,6,700
1989,Punjab,Bhatinda,rice,74000,3824.32,95.608,45.89184,84.13504,25,80,6.5,1200
1989,Punjab,Bhatinda,maize,1300,1153.85,31.15395,13.8462,19.61545,22,70,6,800
1989,Punjab,Bhatinda,chickpea,34800,649.43,11.68974,6.4943,11.68974,20,60,6.5,600
1989,Punjab,Bhatinda,cotton,333500,590.1,15.9327,7.0812,15.9327,28,65,6,700
1990,Punjab,Bhatinda,rice,85880,3540.29,88.50725,42.48348,77.88638,25,80,6.5,1200
1990,Punjab,Bhatinda,maize,1000,2000,54,24,34,22,70,6,800
1990,Punjab,Bhatinda,chickpea,37160,756.59,13.61862,7.5659,13.61862,20,60,6.5,600
1990,Punjab,Bhatinda,cotton,330390,484.11,13.07097,5.80932,13.07097,28,65,6,700
1991,Punjab,Bhatinda,rice,102480,3652.81,91.32025,43.83372,80.36182,25,80,6.5,1200
1991,Punjab,Bhatinda,chickpea,15980,640.05,11.5209,6.4005,11.5209,20,60,6.5,600
1991,Punjab,Bhatinda,cotton,319480,634.38,17.12826,7.61256,17.12826,28,65,6,700
1992,Punjab,Bhatinda,rice,100400,3757.17,93.92925,45.08604,82.65774,25,80,6.5,1200
1992,Punjab,Bhatinda,chickpea,15800,564.38,10.15884,5.6438,10.15884,20,60,6.5,600
1992,Punjab,Bhatinda,cotton,330890,564.94,15.25338,6.77928,15.25338,28,65,6,700
1993,Punjab,Bhatinda,rice,134340,3762.84,94.071,45.15408,82.78248,25,80,6.5,1200
1993,Punjab,Bhatinda,maize,1000,2000,54,24,34,22,70,6,800
1993,Punjab,Bhatinda,chickpea,11900,827.59,14.89662,8.2759,14.89662,20,60,6.5,600
1993,Punjab,Bhatinda,cotton,283230,438.25,11.83275,5.259,11.83275,28,65,6,700
1994,Punjab,Bhatinda,rice,155500,3591.38,89.7845,43.09656,79.01036,25,80,6.5,1200
1994,Punjab,Bhatinda,chickpea,11430,1015.23,18.27414,10.1523,18.27414,20,60,6.5,600
1994,Punjab,Bhatinda,cotton,292670,498.66,13.46382,5.98392,13.46382,28,65,6,700
1995,Punjab,Bhatinda,rice,128520,3552.75,88.81875,42.633,78.1605,25,80,6.5,1200
1995,Punjab,Bhatinda,chickpea,10690,880.82,15.85476,8.8082,15.85476,20,60,6.5,600
1995,Punjab,Bhatinda,cotton,314960,428.97,11.58219,5.14764,11.58219,28,65,6,700
1996,Punjab,Bhatinda,rice,141420,3632.58,90.8145,43.59096,79.91676,25,80,6.5,1200
1996,Punjab,Bhatinda,chickpea,8790,868.94,15.64092,8.6894,15.64092,20,60,6.5,600
1996,Punjab,Bhatinda,cotton,352340,439.68,11.87136,5.27616,11.87136,28,65,6,700
1997,Punjab,Bhatinda,rice,159100,3890.26,97.2565,46.68312,85.58572,25,80,6.5,1200
1997,Punjab,Bhatinda,chickpea,4520,745.13,13.41234,7.4513,13.41234,20,60,6.5,600
1997,Punjab,Bhatinda,cotton,360420,238.85,6.44895,2.8662,6.44895,28,65,6,700
1998,Punjab,Bhatinda,rice,240020,3044.75,76.11875,36.537,66.9845,25,80,6.5,1200
1998,Punjab,Bhatinda,chickpea,6620,735.35,13.2363,7.3535,13.2363,20,60,6.5,600
1998,Punjab,Bhatinda,cotton,289430,162.32,4.38264,1.94784,4.38264,28,65,6,700
1999,Punjab,Bhatinda,rice,267480,3328.85,83.22125,39.9462,73.2347,25,80,6.5,1200
1999,Punjab,Bhatinda,maize,780,2666.67,72.00009,32.00004,45.33339,22,70,6,800
1999,Punjab,Bhatinda,chickpea,2360,937.29,16.87122,9.3729,16.87122,20,60,6.5,600
1999,Punjab,Bhatinda,cotton,251820,333.75,9.01125,4.005,9.01125,28,65,6,700
2000,Punjab,Bhatinda,rice,270880,3587.94,89.6985,43.05528,78.93468,25,80,6.5,1200
2000,Punjab,Bhatinda,maize,1780,2853.93,77.05611,34.24716,48.51681,22,70,6,800
2000,Punjab,Bhatinda,chickpea,2110,775.57,13.96026,7.7557,13.96026,20,60,6.5,600
2000,Punjab,Bhatinda,cotton,253760,400.01,10.80027,4.80012,10.80027,28,65,6,700
2001,Punjab,Bhatinda,rice,224620,3701.18,92.5295,44.41416,81.42596,25,80,6.5,1200
2001,Punjab,Bhatinda,maize,260,3000,81,36,51,22,70,6,800
2001,Punjab,Bhatinda,chickpea,1460,675.34,12.15612,6.7534,12.15612,20,60,6.5,600
2001,Punjab,Bhatinda,cotton,299930,370.5,10.0035,4.446,10.0035,28,65,6,700
2002,Punjab,Bhatinda,rice,277680,3321.59,83.03975,39.85908,73.07498,25,80,6.5,1200
2002,Punjab,Bhatinda,maize,2520,1896.83,51.21441,22.76196,32.24611,22,70,6,800
2002,Punjab,Bhatinda,chickpea,1410,1015.58,18.28044,10.1558,18.28044,20,60,6.5,600
2002,Punjab,Bhatinda,cotton,223370,439.01,11.85327,5.26812,11.85327,28,65,6,700
2003,Punjab,Bhatinda,rice,269840,3916.32,97.908,46.99584,86.15904,25,80,6.5,1200
2003,Punjab,Bhatinda,maize,1260,3000,81,36,51,22,70,6,800
2003,Punjab,Bhatinda,chickpea,1780,790.12,14.22216,7.9012,14.22216,20,60,6.5,600
2003,Punjab,Bhatinda,cotton,229900,548.2,14.8014,6.5784,14.8014,28,65,6,700
2004,Punjab,Bhatinda,rice,264880,4101.93,102.54825,49.22316,90.24246,25,80,6.5,1200
2004,Punjab,Bhatinda,chickpea,1060,785.98,14.14764,7.8598,14.14764,20,60,6.5,600
2004,Punjab,Bhatinda,cotton,257320,713.35,19.26045,8.5602,19.26045,28,65,6,700
2005,Punjab,Bhatinda,rice,250800,4117.7,102.9425,49.4124,90.5894,25,80,6.5,1200
2005,Punjab,Bhatinda,chickpea,830,879.52,15.83136,8.7952,15.83136,20,60,6.5,600
2005,Punjab,Bhatinda,cotton,281000,726.77,19.62279,8.72124,19.62279,28,65,6,700
2006,Punjab,Bhatinda,rice,232460,4131.72,103.293,49.58064,90.89784,25,80,6.5,1200
2006,Punjab,Bhatinda,chickpea,830,1209.64,21.77352,12.0964,21.77352,20,60,6.5,600
2006,Punjab,Bhatinda,cotton,300420,759.64,20.51028,9.11568,20.51028,28,65,6,700
2007,Punjab,Bhatinda,rice,231240,4236.2,105.905,50.8344,93.1964,25,80,6.5,1200
2007,Punjab,Bhatinda,chickpea,500,1000,18,10,18,20,60,6.5,600
2007,Punjab,Bhatinda,cotton,307640,695.31,18.77337,8.34372,18.77337,28,65,6,700
2008,Punjab,Bhatinda,rice,262640,4352.57,108.81425,52.23084,95.75654,25,80,6.5,1200
2008,Punjab,Bhatinda,chickpea,500,1103.17,19.85706,11.0317,19.85706,20,60,6.5,600
2008,Punjab,Bhatinda,cotton,292440,717.91,19.38357,8.61492,19.38357,28,65,6,700
2009,Punjab,Bhatinda,rice,277200,4398.92,109.973,52.78704,96.77624,25,80,6.5,1200
2009,Punjab,Bhatinda,chickpea,5520,1275.36,22.95648,12.7536,22.95648,20,60,6.5,600
2009,Punjab,Bhatinda,cotton,269680,700.69,18.91863,8.40828,18.91863,28,65,6,700
2010,Punjab,Bhatinda,rice,284840,4091.28,102.282,49.09536,90.00816,25,80,6.5,1200
2010,Punjab,Bhatinda,chickpea,350,1357.95,24.4431,13.5795,24.4431,20,60,6.5,600
2010,Punjab,Bhatinda,cotton,263080,685.25,18.50175,8.223,18.50175,28,65,6,700
2011,Punjab,Bhatinda,rice,275880,4016.82,100.4205,48.20184,88.37004,25,80,6.5,1200
2011,Punjab,Bhatinda,chickpea,330,1306.75,23.5215,13.0675,23.5215,20,60,6.5,600
2011,Punjab,Bhatinda,cotton,278680,600.51,16.21377,7.20612,16.21377,28,65,6,700
2012,Punjab,Bhatinda,rice,287960,4248.3,106.2075,50.9796,93.4626,25,80,6.5,1200
2012,Punjab,Bhatinda,chickpea,350,1000,18,10,18,20,60,6.5,600
2012,Punjab,Bhatinda,cotton,268300,664.03,17.92881,7.96836,17.92881,28,65,6,700
2013,Punjab,Bhatinda,rice,294700,4346.45,108.66125,52.1574,95.6219,25,80,6.5,1200
2013,Punjab,Bhatinda,chickpea,250,1170.63,21.07134,11.7063,21.07134,20,60,6.5,600
2013,Punjab,Bhatinda,cotton,252960,612.2,16.5294,7.3464,16.5294,28,65,6,700
2014,Punjab,Bhatinda,rice,309680,4133.3,103.3325,49.5996,90.9326,25,80,6.5,1200
2014,Punjab,Bhatinda,maize,1000,4000,108,48,68,22,70,6,800
2014,Punjab,Bhatinda,chickpea,350,1128.41,20.31138,11.2841,20.31138,20,60,6.5,600
2014,Punjab,Bhatinda,cotton,243020,604.26,16.31502,7.25112,16.31502,28,65,6,700
2015,Punjab,Bhatinda,rice,347260,4310.95,107.77375,51.7314,94.8409,25,80,6.5,1200
2015,Punjab,Bhatinda,chickpea,330,1085.28,19.53504,10.8528,19.53504,20,60,6.5,600
2015,Punjab,Bhatinda,cotton,197780,188.35,5.08545,2.2602,5.08545,28,65,6,700
2016,Punjab,Bhatinda,rice,376160,4377.34,109.4335,52.52808,96.30148,25,80,6.5,1200
2016,Punjab,Bhatinda,chickpea,330,1693.25,30.4785,16.9325,30.4785,20,60,6.5,600
2016,Punjab,Bhatinda,cotton,168840,828.55,22.37085,9.9426,22.37085,28,65,6,700
2017,Punjab,Bhatinda,rice,388940,4585.33,114.63325,55.02396,100.87726,25,80,6.5,1200
2017,Punjab,Bhatinda,chickpea,230,1442.48,25.96464,14.4248,25.96464,20,60,6.5,600
2017,Punjab,Bhatinda,cotton,168880,812.94,21.94938,9.75528,21.94938,28,65,6,700
1966,Punjab,Sangrur,rice,6700,1044.78,26.1195,12.53736,22.98516,25,80,6.5,1200
1966,Punjab,Sangrur,maize,44000,1613.64,43.56828,19.36368,27.43188,22,70,6,800
1966,Punjab,Sangrur,chickpea,88000,886.36,15.95448,8.8636,15.95448,20,60,6.5,600
1966,Punjab,Sangrur,cotton,52000,250,6.75,3,6.75,28,65,6,700
1967,Punjab,Sangrur,rice,7600,1447.37,36.18425,17.36844,31.84214,25,80,6.5,1200
1967,Punjab,Sangrur,maize,49000,1489.8,40.2246,17.8776,25.3266,22,70,6,800
1967,Punjab,Sangrur,chickpea,77000,1077.92,19.40256,10.7792,19.40256,20,60,6.5,600
1967,Punjab,Sangrur,cotton,42000,261.9,7.0713,3.1428,7.0713,28,65,6,700
1968,Punjab,Sangrur,rice,10800,1018.52,25.463,12.22224,22.40744,25,80,6.5,1200
1968,Punjab,Sangrur,maize,59000,1508.47,40.72869,18.10164,25.64399,22,70,6,800
1968,Punjab,Sangrur,chickpea,53000,716.98,12.90564,7.1698,12.90564,20,60,6.5,600
1968,Punjab,Sangrur,cotton,31000,267.74,7.22898,3.21288,7.22898,28,65,6,700
1969,Punjab,Sangrur,rice,11100,1531.53,38.28825,18.37836,33.69366,25,80,6.5,1200
1969,Punjab,Sangrur,maize,63000,1253.97,33.85719,15.04764,21.31749,22,70,6,800
1969,Punjab,Sangrur,chickpea,53000,1226.42,22.07556,12.2642,22.07556,20,60,6.5,600
1969,Punjab,Sangrur,cotton,42000,311.9,8.4213,3.7428,8.4213,28,65,6,700
1970,Punjab,Sangrur,rice,11000,1363.64,34.091,16.36368,30.00008,25,80,6.5,1200
1970,Punjab,Sangrur,maize,66000,1696.97,45.81819,20.36364,28.84849,22,70,6,800
1970,Punjab,Sangrur,chickpea,48000,854.17,15.37506,8.5417,15.37506,20,60,6.5,600
1970,Punjab,Sangrur,cotton,44000,315.91,8.52957,3.79092,8.52957,28,65,6,700
1971,Punjab,Sangrur,rice,15000,2200,55,26.4,48.4,25,80,6.5,1200
1971,Punjab,Sangrur,maize,66000,1787.88,48.27276,21.45456,30.39396,22,70,6,800
1971,Punjab,Sangrur,chickpea,46000,934.78,16.82604,9.3478,16.82604,20,60,6.5,600
1971,Punjab,Sangrur,cotton,58000,282.76,7.63452,3.39312,7.63452,28,65,6,700
1972,Punjab,Sangrur,rice,16000,1937.5,48.4375,23.25,42.625,25,80,6.5,1200
1972,Punjab,Sangrur,maize,74000,1864.86,50.35122,22.37832,31.70262,22,70,6,800
1972,Punjab,Sangrur,chickpea,37000,837.84,15.08112,8.3784,15.08112,20,60,6.5,600
1972,Punjab,Sangrur,cotton,66000,300,8.1,3.6,8.1,28,65,6,700
1973,Punjab,Sangrur,rice,18000,2444.44,61.111,29.33328,53.77768,25,80,6.5,1200
1973,Punjab,Sangrur,maize,69000,1086.96,29.34792,13.04352,18.47832,22,70,6,800
1973,Punjab,Sangrur,chickpea,43000,720.93,12.97674,7.2093,12.97674,20,60,6.5,600
1973,Punjab,Sangrur,cotton,68000,304.41,8.21907,3.65292,8.21907,28,65,6,700
1974,Punjab,Sangrur,rice,26000,1807.69,45.19225,21.69228,39.76918,25,80,6.5,1200
1974,Punjab,Sangrur,maize,62000,1645.16,44.41932,19.74192,27.96772,22,70,6,800
1974,Punjab,Sangrur,chickpea,38000,789.47,14.21046,7.8947,14.21046,20,60,6.5,600
1974,Punjab,Sangrur,cotton,77200,323.83,8.74341,3.88596,8.74341,28,65,6,700
1975,Punjab,Sangrur,rice,30000,2033.33,50.83325,24.39996,44.73326,25,80,6.5,1200
1975,Punjab,Sangrur,maize,72000,1416.67,38.25009,17.00004,24.08339,22,70,6,800
1975,Punjab,Sangrur,chickpea,43600,940.37,16.92666,9.4037,16.92666,20,60,6.5,600
1975,Punjab,Sangrur,cotton,80400,335.82,9.06714,4.02984,9.06714,28,65,6,700
1976,Punjab,Sangrur,rice,31600,3386.08,84.652,40.63296,74.49376,25,80,6.5,1200
1976,Punjab,Sangrur,maize,67900,1296.02,34.99254,15.55224,22.03234,22,70,6,800
1976,Punjab,Sangrur,chickpea,39000,820.51,14.76918,8.2051,14.76918,20,60,6.5,600
1976,Punjab,Sangrur,cotton,65000,326.15,8.80605,3.9138,8.80605,28,65,6,700
1977,Punjab,Sangrur,rice,53000,3509.43,87.73575,42.11316,77.20746,25,80,6.5,1200
1977,Punjab,Sangrur,maize,55000,1472.73,39.76371,17.67276,25.03641,22,70,6,800
1977,Punjab,Sangrur,chickpea,36000,1000,18,10,18,20,60,6.5,600
1977,Punjab,Sangrur,cotton,88000,281.82,7.60914,3.38184,7.60914,28,65,6,700
1978,Punjab,Sangrur,rice,78000,3435.9,85.8975,41.2308,75.5898,25,80,6.5,1200
1978,Punjab,Sangrur,maize,50000,1600,43.2,19.2,27.2,22,70,6,800
1978,Punjab,Sangrur,chickpea,36000,805.56,14.50008,8.0556,14.50008,20,60,6.5,600
1978,Punjab,Sangrur,cotton,94000,274.47,7.41069,3.29364,7.41069,28,65,6,700
1979,Punjab,Sangrur,rice,103000,3058.25,76.45625,36.699,67.2815,25,80,6.5,1200
1979,Punjab,Sangrur,maize,45000,1666.67,45.00009,20.00004,28.33339,22,70,6,800
1979,Punjab,Sangrur,chickpea,24000,833.33,14.99994,8.3333,14.99994,20,60,6.5,600
1979,Punjab,Sangrur,cotton,94000,274.47,7.41069,3.29364,7.41069,28,65,6,700
1980,Punjab,Sangrur,rice,90000,3666.67,91.66675,44.00004,80.66674,25,80,6.5,1200
1980,Punjab,Sangrur,maize,43000,1395.35,37.67445,16.7442,23.72095,22,70,6,800
1980,Punjab,Sangrur,chickpea,26000,730.77,13.15386,7.3077,13.15386,20,60,6.5,600
1980,Punjab,Sangrur,cotton,106000,281.13,7.59051,3.37356,7.59051,28,65,6,700
1981,Punjab,Sangrur,rice,112000,3428.57,85.71425,41.14284,75.42854,25,80,6.5,1200
1981,Punjab,Sangrur,maize,29000,1482.76,40.03452,17.79312,25.20692,22,70,6,800
1981,Punjab,Sangrur,chickpea,25000,480,8.64,4.8,8.64,20,60,6.5,600
1981,Punjab,Sangrur,cotton,113000,284.07,7.66989,3.40884,7.66989,28,65,6,700
1982,Punjab,Sangrur,rice,129000,3922.48,98.062,47.06976,86.29456,25,80,6.5,1200
1982,Punjab,Sangrur,maize,27000,2037.04,55.00008,24.44448,34.62968,22,70,6,800
1982,Punjab,Sangrur,chickpea,7000,571.43,10.28574,5.7143,10.28574,20,60,6.5,600
1982,Punjab,Sangrur,cotton,116000,218.1,5.8887,2.6172,5.8887,28,65,6,700
1983,Punjab,Sangrur,rice,168000,3547.62,88.6905,42.57144,78.04764,25,80,6.5,1200
1983,Punjab,Sangrur,maize,23000,1521.74,41.08698,18.26088,25.86958,22,70,6,800
1983,Punjab,Sangrur,chickpea,4000,750,13.5,7.5,13.5,20,60,6.5,600
1983,Punjab,Sangrur,cotton,79000,162.03,4.37481,1.94436,4.37481,28,65,6,700
1984,Punjab,Sangrur,rice,204000,3034.31,75.85775,36.41172,66.75482,25,80,6.5,1200
1984,Punjab,Sangrur,maize,21000,1571.43,42.42861,18.85716,26.71431,22,70,6,800
1984,Punjab,Sangrur,chickpea,4000,750,13.5,7.5,13.5,20,60,6.5,600
1984,Punjab,Sangrur,cotton,36000,291.67,7.87509,3.50004,7.87509,28,65,6,700
1985,Punjab,Sangrur,rice,216000,3462.96,86.574,41.55552,76.18512,25,80,6.5,1200
1985,Punjab,Sangrur,maize,14000,1642.86,44.35722,19.71432,27.92862,22,70,6,800
1985,Punjab,Sangrur,chickpea,5000,800,14.4,8,14.4,20,60,6.5,600
1985,Punjab,Sangrur,cotton,54000,251.85,6.79995,3.0222,6.79995,28,65,6,700
1986,Punjab,Sangrur,rice,233000,3630.9,90.7725,43.5708,79.8798,25,80,6.5,1200
1986,Punjab,Sangrur,maize,14000,1714.29,46.28583,20.57148,29.14293,22,70,6,800
1986,Punjab,Sangrur,chickpea,7000,714.29,12.85722,7.1429,12.85722,20,60,6.5,600
1986,Punjab,Sangrur,cotton,54000,377.78,10.20006,4.53336,10.20006,28,65,6,700
1987,Punjab,Sangrur,rice,229000,3807.86,95.1965,45.69432,83.77292,25,80,6.5,1200
1987,Punjab,Sangrur,maize,11000,2181.82,58.90914,26.18184,37.09094,22,70,6,800
1987,Punjab,Sangrur,chickpea,3500,657.14,11.82852,6.5714,11.82852,20,60,6.5,600
1987,Punjab,Sangrur,cotton,62000,443.55,11.97585,5.3226,11.97585,28,65,6,700
1988,Punjab,Sangrur,rice,220000,3277.27,81.93175,39.32724,72.09994,25,80,6.5,1200
1988,Punjab,Sangrur,maize,6000,666.67,18.00009,8.00004,11.33339,22,70,6,800
1988,Punjab,Sangrur,chickpea,3500,828.57,14.91426,8.2857,14.91426,20,60,6.5,600
1988,Punjab,Sangrur,cotton,111000,380.18,10.26486,4.56216,10.26486,28,65,6,700
1989,Punjab,Sangrur,rice,262000,4064.89,101.62225,48.77868,89.42758,25,80,6.5,1200
1989,Punjab,Sangrur,maize,4000,1750,47.25,21,29.75,22,70,6,800
1989,Punjab,Sangrur,chickpea,2000,850,15.3,8.5,15.3,20,60,6.5,600
1989,Punjab,Sangrur,cotton,83000,406.02,10.96254,4.87224,10.96254,28,65,6,700
1990,Punjab,Sangrur,rice,287000,3693.38,92.3345,44.32056,81.25436,25,80,6.5,1200
1990,Punjab,Sangrur,maize,2000,2000,54,24,34,22,70,6,800
1990,Punjab,Sangrur,chickpea,2400,625,11.25,6.25,11.25,20,60,6.5,600
1990,Punjab,Sangrur,cotton,64900,306.63,8.27901,3.67956,8.27901,28,65,6,700
1991,Punjab,Sangrur,rice,301000,3534.88,88.372,42.41856,77.76736,25,80,6.5,1200
1991,Punjab,Sangrur,maize,2000,1500,40.5,18,25.5,22,70,6,800
1991,Punjab,Sangrur,chickpea,9000,666.67,12.00006,6.6667,12.00006,20,60,6.5,600
1991,Punjab,Sangrur,cotton,49600,412.9,11.1483,4.9548,11.1483,28,65,6,700
1992,Punjab,Sangrur,rice,308400,3766.67,94.16675,45.20004,82.86674,25,80,6.5,1200
1992,Punjab,Sangrur,maize,1160,2068.97,55.86219,24.82764,35.17249,22,70,6,800
1992,Punjab,Sangrur,chickpea,1010,793.65,14.2857,7.9365,14.2857,20,60,6.5,600
1992,Punjab,Sangrur,cotton,54000,482.59,13.02993,5.79108,13.02993,28,65,6,700
1993,Punjab,Sangrur,rice,332400,3929.72,98.243,47.15664,86.45384,25,80,6.5,1200
1993,Punjab,Sangrur,maize,1160,1862.07,50.27589,22.34484,31.65519,22,70,6,800
1993,Punjab,Sangrur,chickpea,700,857.14,15.42852,8.5714,15.42852,20,60,6.5,600
1993,Punjab,Sangrur,cotton,23800,281.09,7.58943,3.37308,7.58943,28,65,6,700
1994,Punjab,Sangrur,rice,340400,3556.52,88.913,42.67824,78.24344,25,80,6.5,1200
1994,Punjab,Sangrur,maize,1160,1931.03,52.13781,23.17236,32.82751,22,70,6,800
1994,Punjab,Sangrur,chickpea,700,1000,18,10,18,20,60,6.5,600
1994,Punjab,Sangrur,cotton,32000,335.31,9.05337,4.02372,9.05337,28,65,6,700
1995,Punjab,Sangrur,rice,327400,3397.07,84.92675,40.76484,74.73554,25,80,6.5,1200
1995,Punjab,Sangrur,maize,1080,2000,54,24,34,22,70,6,800
1995,Punjab,Sangrur,chickpea,910,1000,18,10,18,20,60,6.5,600
1995,Punjab,Sangrur,cotton,80400,326,8.802,3.912,8.802,28,65,6,700
1996,Punjab,Sangrur,rice,315400,3759.16,93.979,45.10992,82.70152,25,80,6.5,1200
1996,Punjab,Sangrur,maize,2080,2000,54,24,34,22,70,6,800
1996,Punjab,Sangrur,chickpea,1000,1200,21.6,12,21.6,20,60,6.5,600
1996,Punjab,Sangrur,cotton,19000,373.68,10.08936,4.48416,10.08936,28,65,6,700
1997,Punjab,Sangrur,rice,339560,3831.9,95.7975,45.9828,84.3018,25,80,6.5,1200
1997,Punjab,Sangrur,maize,1080,2000,54,24,34,22,70,6,800
1997,Punjab,Sangrur,chickpea,1000,1100,19.8,11,19.8,20,60,6.5,600
1997,Punjab,Sangrur,cotton,34500,268.41,7.24707,3.22092,7.24707,28,65,6,700
1998,Punjab,Sangrur,rice,359640,3569.35,89.23375,42.8322,78.5257,25,80,6.5,1200
1998,Punjab,Sangrur,maize,80,2000,54,24,34,22,70,6,800
1998,Punjab,Sangrur,chickpea,600,1166.67,21.00006,11.6667,21.00006,20,60,6.5,600
1998,Punjab,Sangrur,cotton,24000,195,5.265,2.34,5.265,28,65,6,700
1999,Punjab,Sangrur,rice,366560,3563.29,89.08225,42.75948,78.39238,25,80,6.5,1200
1999,Punjab,Sangrur,maize,1080,2074.07,55.99989,24.88884,35.25919,22,70,6,800
1999,Punjab,Sangrur,chickpea,600,1333.33,23.99994,13.3333,23.99994,20,60,6.5,600
1999,Punjab,Sangrur,cotton,19600,312.24,8.43048,3.74688,8.43048,28,65,6,700
2000,Punjab,Sangrur,rice,363720,3766.63,94.16575,45.19956,82.86586,25,80,6.5,1200
2000,Punjab,Sangrur,maize,1080,3000,81,36,51,22,70,6,800
2000,Punjab,Sangrur,chickpea,900,1333.33,23.99994,13.3333,23.99994,20,60,6.5,600
2000,Punjab,Sangrur,cotton,21500,332.09,8.96643,3.98508,8.96643,28,65,6,700
